instrument_token,exchange_token,tradingsymbol,name,last_price
7562497,29541,CHAMUNDA-SM,CHAMUNDA ELECTRICAL,0.0
7564033,29547,KEN-SM,KEN ENTERPRISES,0.0
7568385,29564,READYMIX-ST,READYMIX CONSTRU MACHI L,0.0
7575553,29592,JUBLCPL-BE,JUBILANT AGRI N CON PRO L,0.0
7576321,29595,ELGNZ-SM,ELEGANZ INTERIORS,0.0
7586817,29636,CHANDAN-ST,CHANDAN HEALTHCARE,0.0
7587073,29637,CITI27-N0,,0.0
7589121,29645,MAXVOLT-SM,MAXVOLT ENERGY INDUS L,0.0
7593217,29661,VOLERCAR-ST,VOLER CAR,0.0
7593473,29662,PSRAJ-SM,P S RAJ STEELS,0.0
7609857,29726,TEJASCARGO-ST,TEJAS CARGO INDIA,0.0
7610113,29727,ROYALARC-SM,ROYAL ARC ELECTRODES,0.0
7648001,29875,HPTL-SM,HP TELECOM INDIA,0.0
7669249,29958,CALSOFTPP-X1,CALSOFT RS.2.50 PPD UP,0.0
7688449,30033,BALAJIPHOS-ST,BALAJI PHOSPHATES,0.0
7693057,30051,ROADSTAR-IV,ROADSTAR INFRA INVT TRUST,0.0
7728897,30191,CURAA-BE,CURA TECHNOLOGIES,0.0
7733761,30210,SCL19325A-N1,,0.0
7734273,30212,SCL190325-N1,,0.0
7735809,30218,SCL19325-N1,,0.0
7737857,30226,SCL190325A-N1,,0.0
7744513,30252,ISHANCH-BE,ISHAN DYES N CHEMICALS L,0.0
7746305,30259,DIVINEHIRA-SM,DIVINE HIRA JEWELLERS,0.0
7753985,30289,GCHOTELS-ST,GRAND CONTINENT HOTELS L,0.0
7797761,30460,RAPIDFLEET-SM,RAPID FLEET MGT SERVICE L,0.0
7798785,30464,ACTIVEINFR-SM,ACTIVE INFRASTRUCTURES L,0.0
7805697,30491,FELDVR-BZ,FUTURE ENTERPRISES,0.0
8041729,31413,MTEDUCARE-BE,MT EDUCARE,0.0
8058625,31479,ORBTEXP-BE,ORBIT EXPORTS,0.0
193521153,755942,ABCL26-N3,,0.0
193521921,755945,ABCL28-N6,,0.0
193526017,755961,ABCRESET27-NM,,0.0
193571841,756140,IIFL210425-NW,,0.0
193572353,756142,IIFL21425-NY,,0.0
193573121,756145,IIFL21425A-Y1,,0.0
193622529,756338,TANKUP-ST,TANKUP ENGINEERS,0.0
193638913,756402,ATCENERGY-SM,ATC ENERGIES SYSTEM,0.0
193639937,756406,SHRIAHIMSA-SM,SHRI AHIMSA NATURALS,0.0
193736705,756784,KRISHIVAL-BE,KRISHIVAL FOODS,0.0
193749249,756833,FUSIONPP-E1,FUSION RS.5 PPD UP,0.0
193753089,756848,SAMAY-SM,SAMAY PROJECT SERVICES L,0.0
193766145,756899,ARUNAYA-ST,ARUNAYA ORGANICS,0.0
193776385,756939,SOLARAPP1-E1,SOLARA RS. 7 PPD UP,0.0
193779201,756950,AAFS29A-N0,,0.0
193782017,756961,MONOLITH-ST,MONOLITHISCH INDIA,0.0
193782529,756963,PATILAUTOM-SM,PATIL AUTOMATION,0.0
193797377,757021,ACCPL-SM,ACCRETION PHARMA,0.0
193807361,757060,VGINFOTECH-SM,VIRTUAL GALAXY INFOTECH L,0.0
193819393,757107,DCCL-SM,DAR CREDIT & CAPITAL,0.0
193827841,757140,AAFS29-N0,,0.0
193895937,757406,LLOYDSENPP-E1,LLOYD RS.0.50 PPD UP,0.0
193896705,757409,SACHEEROME-SM,SACHEEROME,0.0
193910017,757461,SCL1825-N5,,0.0
193910273,757462,SCL01825-N6,,0.0
193911553,757467,SCL010825-NB,,0.0
193911809,757468,SCL0182025-NC,,0.0
193917185,757489,NRVANDANA-SM,N R VANDANA TEX IND,0.0
193918209,757493,NEPTUNE-SM,NEPTUNE PETROCHEMICALS L,0.0
193923073,757512,SAHAJ-SZ,SAHAJ FASHIONS,0.0
193927169,757528,GANGABATH-ST,GANGA BATH FITTINGS,0.0
193927425,757529,ABHF26625-N0,,0.0
193940225,757579,AAKAAR-SM,AAKAAR MEDICAL TECHNO,0.0
193941249,757583,SAFEENTP-SM,SAFE ENTER RETAIL FIX,0.0
193942273,757587,MAYASHEEL-SM,MAYASHEEL VENTURES,0.0
193946881,757605,INFLUX-ST,INFLUX HEALTHTECH,0.0
193950465,757619,SMARTEN-SM,SMARTEN POWER SYSTEMS,0.0
193956865,757644,IWARE-ST,IWARE SUPPLYCHAIN SER,0.0
193962241,757665,WHITEFORCE-SM,HAPPY SQUARE OUTSOURC S L,0.0
193965825,757679,SILKY-SM,SILKY OVERSEAS,0.0
193966849,757683,PUSHPA-SM,PUSHPA JEWELLERS,0.0
193967873,757687,CEDAAR-SM,CEDAAR TEXTILE,0.0
193972225,757704,SAVY-SM,SAVY INFRA AND LOGI,0.0
193987329,757763,SUNTECH-SM,SUNTECH INFRA SOLUTIONS L,0.0
193990913,757777,RTL-SM,RAMA TELECOM,0.0
193998337,757806,PROFX-SM,PRO FX TECH,0.0
193999361,757810,MMEL-SM,MOVING MEDIA ENTER,0.0
194011649,757858,TSC-SM,TSC INDIA,0.0
194013441,757865,SPUNWEB-SM,SPUNWEB NONWOVEN,0.0
194014721,757870,AEL17725-NA,,0.0
194015489,757873,AEL170725-ND,,0.0
194016257,757876,AEL170725A-NG,,0.0
194022913,757902,INTEGRITY-SM,INTEGRITY INFRABUILD DE L,0.0
194033409,757943,INFIBPP-E1,INFIBEAM RE.0.5 PPD UP,0.0
194043393,757982,SELLOWRAP-SM,SELLOWRAP INDUSTRIES,0.0
194078721,758120,AARADHYA-SM,AARADHYA DISPOSAL INDUS L,0.0
194078977,758121,PERFECT-SZ,PERFECT INFRAENGINEER,0.0
194081025,758129,CUDML-SM,CASH UR DRIVE MARKETING L,0.0
194082817,758136,GVPTECHPP-E1,GVPTECH RE.1 PPD UP,0.0
194088193,758157,RNPL-SM,RENOL POLYCHEM,0.0
194093569,758178,NIKITA-SM,NIKITA PAPERS,0.0
194094593,758182,BLUEWATER-SM,BLUE WATER LOGISTICS,0.0
194102017,758211,FLYSBS-ST,FLYSBS AVIATION,0.0
194104321,758220,PARTH-ST,PARTH ELEC & ENG,0.0
194104577,758221,JYOTIGLOBL-SM,JYOTI GLOBAL PLAST,0.0
194105601,758225,BHADORA-SM,BHADORA INDUSTRIES,0.0
194126337,758306,JAINIK-ST,JAINIK POWER CABLES,0.0
194136577,758346,EEPL-SM,EPPELTONE ENGINEERS,0.0
194155521,758420,SSFLPP-E1,SPANDANA RS.5 PPD UP,0.0
194156289,758423,MEDISTEP-SM,MEDISTEP HEALTHCARE,0.0
194157313,758427,AMCL-SM,ANB METAL CAST,0.0
194158337,758431,KRT-RR,KNOWLEDGE REALTY TRUST,0.0
194161153,758442,AAFS29C-N0,,0.0
194161665,758444,SAWALIYA-SM,SAWALIYA FOOD PRODUCTS L,0.0
194163969,758453,CONNPLEX-SM,CONNPLEX CINEMAS,0.0
194182913,758527,STUDIOLSD-SM,STUDIO LSD,0.0
194190337,758556,LTFL28-N0,,0.0
194193409,758568,SHKSIL-SM,SHRI HARE-KRI SPO IRON L,0.0
194199297,758591,ETL-SM,EMKAY TOOLS,0.0
194201089,758598,TVSINVIT-IV,TVS INFRASTRUCTURE TRUST,0.0
194203649,758608,AAFS29B-N0,,0.0
194204161,758610,SEPCPP-E1,SEPC RS.5 PPD UP,0.0
194219521,758670,ARCIIL-SM,ARC INSULATION & INSU,0.0
194223361,758685,MRIL-SM,MAHENDRA REALTO & INFRA L,0.0
194227969,758703,ARFIN-BE,ARFIN INDIA,0.0
194236417,758736,CLASSICEIL-SM,CLASSIC ELECTRODE (IND) L,0.0
194237441,758740,ANONDITA-SM,ANONDITA MEDICARE,0.0
194238465,758744,SHIVASHRIT-SM,SHIVASHRIT FOODS,0.0
194258433,758822,CYBERPP-X1,CYBERMEDIA RS.5 PPD UP,0.0
194259457,758826,LLOYDPP-E1,LLOYD RE.0.50 PPD UP,0.0
194266113,758852,AAFS30-N0,,0.0
194270209,758868,KAYTEX-SM,KAYTEX FABRICS,0.0
194279169,758903,OPTIVALUE-ST,OPTIVALUE TEK CONSULT,0.0
194280449,758908,VIGOR-ST,VIGOR PLAST INDIA,0.0
194280961,758910,AMANTA-BE,AMANTA HEALTHCARE,0.0
194290177,758946,SNEHAA-SM,SNEHAA ORGANICS,0.0
194293761,758960,SATTVAENGG-SM,SATTVA ENGINEERING CSTN L,0.0
194294785,758964,CURRENT-SM,CURRENT INFRAPROJECTS,0.0
194302209,758993,ABCL020925-N0,,0.0
194324481,759080,DEVX-BE,DEV ACCELERATOR,0.0
194327553,759092,GML-ST,GALAXY MEDICARE,0.0
194498305,759759,TAURIAN-ST,TAURIAN MPS,0.0
